team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2025,NJD,NJD,Team Level,5on5,81,0.5,0.51,0.51,245318.0,2087.59,167.32,137.5,528.86,70.73,1124.27,830.33,161.17,166.88,160.79,1863.0,996.0,1093.0,3952.0,136.0,223.0,7.0,393.0,3.0,1075.0,1029.0,1727.0,2723.0,219.0,497.0,1793.0,1416.0,314.0,1150.0,2210.0,501.0,148.0,64.82,62.0,40.5,67.0,57.0,12.0,3917.93,2859.0,2842.93,554.0,28.6,39.64,39.64,156.27,155.79,153.18,1976.55,169.97,134.15,491.35,67.09,1066.4,783.03,163.66,171.59,165.24,1774.0,938.0,1036.0,3748.0,179.0,226.0,26.0,399.0,2.0,924.0,982.0,1595.0,2533.0,212.0,479.0,1771.0,1503.0,329.0,1138.0,2051.0,491.0,170.0,61.93,61.19,46.83,86.0,64.0,29.0,3792.33,2712.0,2743.34,554.0,27.98,43.73,43.74,154.2,155.79,153.02
NJD,2025,NJD,NJD,Team Level,4on5,81,0.15,0.14,0.16,20212.0,59.95,6.57,3.5,8.24,1.94,18.69,41.07,6.49,6.57,6.49,62.0,18.0,11.0,91.0,6.0,2.0,0.0,3.0,0.0,14.0,55.0,56.0,74.0,11.0,25.0,175.0,42.0,27.0,43.0,47.0,24.0,9.0,1.47,2.97,2.13,2.0,3.0,1.0,91.0,80.0,80.0,37.0,0.8,0.32,0.32,7.04,7.04,6.98,306.64,37.56,29.11,66.27,10.98,177.08,94.0,34.26,37.56,34.26,285.0,130.0,131.0,546.0,39.0,44.0,9.0,59.0,1.0,146.0,126.0,246.0,376.0,15.0,33.0,187.0,21.0,13.0,71.0,297.0,70.0,48.0,8.21,8.35,21.01,13.0,4.0,22.0,546.0,415.0,415.0,2.0,7.73,10.6,10.59,34.69,34.69,32.92
NJD,2025,NJD,NJD,Team Level,5on4,81,0.91,0.9,0.89,19386.0,333.3,44.67,32.15,71.2,11.77,189.7,99.51,40.99,44.67,40.99,323.0,126.0,147.0,596.0,43.0,59.0,10.0,48.0,1.0,176.0,122.0,280.0,406.0,13.0,26.0,203.0,24.0,14.0,72.0,295.0,93.0,61.0,8.34,11.04,25.3,8.0,9.0,26.0,596.0,449.0,449.0,5.0,8.51,15.27,15.27,37.91,37.91,36.26,43.59,4.46,2.48,6.49,1.48,13.99,29.11,4.35,4.46,4.35,44.0,14.0,8.0,66.0,2.0,5.0,1.0,1.0,0.0,16.0,34.0,42.0,56.0,8.0,16.0,142.0,45.0,24.0,28.0,35.0,18.0,5.0,1.04,2.26,1.17,0.0,2.0,0.0,66.0,58.0,58.0,22.0,0.56,0.92,0.92,4.09,4.09,4.07
NYI,2025,NYI,NYI,Team Level,other,81,0.48,0.54,0.56,14446.0,212.66,41.76,15.44,39.55,7.4,116.69,69.17,38.51,41.76,38.51,198.0,92.0,90.0,380.0,38.0,24.0,2.0,32.0,1.0,107.0,88.0,160.0,252.0,4.0,8.0,169.0,33.0,24.0,50.0,159.0,71.0,60.0,6.45,8.78,26.54,8.0,14.0,16.0,380.0,290.0,290.0,21.0,4.47,6.91,6.91,39.33,39.33,37.29,163.85,45.76,11.69,28.06,5.88,85.67,50.94,42.81,45.76,42.81,132.0,96.0,92.0,320.0,33.0,17.0,3.0,18.0,3.0,95.0,62.0,99.0,195.0,7.0,14.0,130.0,32.0,25.0,51.0,108.0,53.0,67.0,3.88,6.56,35.32,10.0,6.0,17.0,320.0,228.0,228.0,25.0,3.38,6.53,6.53,42.62,42.62,40.56
NYI,2025,NYI,NYI,Team Level,all,81,0.48,0.5,0.5,295686.0,2555.72,253.66,177.72,622.18,89.15,1372.24,974.05,239.57,252.97,238.93,2281.0,1208.0,1243.0,4732.0,228.0,310.0,29.0,503.0,6.0,1223.0,1219.0,2053.0,3261.0,245.0,529.0,2341.0,1589.0,365.0,1168.0,2560.0,653.0,276.0,77.84,79.94,95.87,93.0,73.0,62.0,4716.02,3489.0,3476.94,563.0,39.9,65.85,66.14,227.43,226.85,219.39,2597.78,272.93,185.93,616.4,87.24,1365.62,982.88,257.55,274.0,258.57,2250.0,1261.0,1300.0,4811.0,234.0,331.0,22.0,397.0,7.0,1306.0,1236.0,2016.0,3277.0,271.0,590.0,2103.0,1657.0,364.0,1224.0,2476.0,708.0,327.0,75.31,87.34,110.28,90.0,89.0,55.0,4837.98,3511.0,3529.2,552.0,41.59,66.49,66.49,248.03,248.97,241.37
NYI,2025,NYI,NYI,Team Level,5on5,81,0.48,0.49,0.49,238874.0,1954.33,164.45,127.64,503.85,68.18,1046.53,763.35,157.98,163.76,157.35,1724.0,950.0,997.0,3671.0,146.0,240.0,22.0,399.0,5.0,942.0,942.0,1578.0,2528.0,219.0,478.0,1756.0,1526.0,299.0,1005.0,2041.0,479.0,154.0,60.75,58.92,44.78,75.0,47.0,24.0,3655.02,2674.0,2661.94,504.0,26.54,47.46,47.75,143.24,142.66,140.02,2024.32,178.28,136.46,504.22,67.87,1069.67,792.5,170.63,179.36,171.66,1741.0,1008.0,1075.0,3824.0,157.0,248.0,14.0,333.0,3.0,1017.0,991.0,1584.0,2592.0,239.0,523.0,1644.0,1563.0,306.0,1071.0,2022.0,541.0,186.0,62.14,66.72,49.42,71.0,68.0,18.0,3850.98,2749.0,2767.2,486.0,28.46,45.9,45.98,160.75,161.7,158.31
NYI,2025,NYI,NYI,Team Level,4on5,81,0.13,0.13,0.16,19998.0,63.37,6.16,3.4,9.88,2.23,20.77,43.57,6.11,6.16,6.11,66.0,20.0,4.0,90.0,8.0,3.0,0.0,7.0,0.0,15.0,53.0,58.0,78.0,7.0,14.0,194.0,24.0,29.0,40.0,62.0,19.0,5.0,2.25,2.5,1.41,2.0,3.0,3.0,90.0,86.0,86.0,34.0,0.77,0.45,0.45,6.48,6.48,6.46,350.35,43.08,34.91,75.57,11.7,192.87,99.89,38.4,43.08,38.4,318.0,140.0,125.0,583.0,35.0,61.0,4.0,45.0,1.0,179.0,137.0,283.0,423.0,18.0,36.0,158.0,20.0,9.0,64.0,300.0,92.0,66.0,8.23,11.24,23.61,7.0,9.0,19.0,583.0,458.0,458.0,7.0,9.1,13.06,12.98,39.19,39.19,37.05
NYI,2025,NYI,NYI,Team Level,5on4,81,0.88,0.88,0.85,22368.0,325.37,41.3,31.25,68.89,11.34,188.26,97.96,36.98,41.3,36.98,293.0,146.0,152.0,591.0,36.0,43.0,5.0,65.0,0.0,159.0,136.0,257.0,403.0,15.0,29.0,222.0,6.0,13.0,73.0,298.0,84.0,57.0,8.4,9.74,23.16,8.0,9.0,19.0,591.0,439.0,439.0,4.0,8.13,11.04,11.04,38.39,38.39,35.63,59.26,5.8,2.86,8.56,1.81,17.41,39.56,5.7,5.8,5.7,59.0,17.0,8.0,84.0,9.0,5.0,1.0,1.0,0.0,15.0,46.0,50.0,67.0,7.0,17.0,171.0,42.0,24.0,38.0,46.0,22.0,8.0,1.05,2.83,1.93,2.0,6.0,1.0,84.0,76.0,76.0,34.0,0.66,1.0,1.0,5.47,5.47,5.45
DAL,2025,DAL,DAL,Team Level,other,81,0.6,0.53,0.52,10274.0,153.02,40.5,10.67,26.77,5.25,74.34,48.47,37.47,40.5,37.47,137.0,69.0,87.0,293.0,34.0,16.0,3.0,21.0,2.0,73.0,60.0,103.0,172.0,3.0,6.0,132.0,23.0,20.0,33.0,94.0,57.0,55.0,3.94,7.17,29.39,7.0,11.0,16.0,293.0,206.0,206.0,14.0,3.2,5.53,5.53,38.17,38.17,36.98,138.07,26.89,9.03,25.31,4.61,76.61,49.56,24.84,26.89,24.84,132.0,60.0,72.0,264.0,31.0,10.0,3.0,17.0,0.0,66.0,68.0,101.0,161.0,5.0,14.0,118.0,37.0,17.0,37.0,114.0,47.0,31.0,4.89,5.7,16.31,6.0,9.0,16.0,264.0,192.0,192.0,10.0,2.58,2.29,2.29,27.17,27.17,25.1
DAL,2025,DAL,DAL,Team Level,all,81,0.52,0.48,0.48,296110.0,2254.28,256.19,159.01,527.88,75.88,1173.94,843.1,243.22,258.41,245.3,2048.0,988.0,1117.0,4153.0,270.0,274.0,52.0,391.0,6.0,1054.0,1041.0,1778.0,2766.0,287.0,627.0,2225.0,1532.0,374.0,1181.0,2083.0,658.0,295.0,66.56,81.56,108.07,91.0,93.0,86.0,4215.07,3036.0,3070.04,558.0,36.01,62.7,62.7,229.49,231.24,226.44,2369.31,235.16,160.67,575.16,80.77,1264.24,909.0,220.76,234.7,220.32,2121.0,1104.0,1295.0,4520.0,219.0,269.0,33.0,399.0,3.0,1103.0,1232.0,1902.0,3006.0,286.0,625.0,2082.0,1970.0,383.0,1298.0,2392.0,569.0,264.0,73.97,69.04,92.15,78.0,67.0,74.0,4494.37,3225.0,3218.12,563.0,35.9,54.85,54.85,216.22,215.98,208.22
DAL,2025,DAL,DAL,Team Level,5on5,81,0.51,0.47,0.48,239506.0,1702.15,156.41,113.64,425.21,56.95,891.65,660.16,150.18,158.62,152.27,1544.0,760.0,908.0,3212.0,168.0,197.0,29.0,315.0,2.0,820.0,802.0,1376.0,2136.0,259.0,571.0,1715.0,1460.0,305.0,1049.0,1665.0,485.0,154.0,53.71,59.95,42.73,74.0,67.0,27.0,3274.07,2304.0,2338.04,511.0,23.76,40.66,40.66,139.5,141.25,138.95,1826.52,152.76,115.79,464.54,61.83,972.63,722.44,148.03,152.3,147.61,1617.0,873.0,1073.0,3563.0,136.0,200.0,24.0,318.0,3.0,866.0,967.0,1481.0,2354.0,263.0,575.0,1568.0,1858.0,312.0,1153.0,1919.0,422.0,149.0,59.3,51.17,42.29,66.0,43.0,27.0,3537.37,2490.0,2483.12,524.0,24.07,39.57,39.87,136.95,136.73,134.92
DAL,2025,DAL,DAL,Team Level,4on5,81,0.09,0.11,0.12,24286.0,51.74,4.97,2.26,7.48,1.58,15.21,34.5,4.91,4.97,4.91,53.0,13.0,7.0,73.0,4.0,2.0,1.0,2.0,0.0,11.0,47.0,49.0,62.0,10.0,20.0,165.0,39.0,36.0,41.0,48.0,11.0,7.0,1.24,1.54,2.19,2.0,1.0,1.0,73.0,66.0,66.0,32.0,0.53,0.55,0.55,4.95,4.95,4.93,350.53,49.99,32.78,76.78,12.42,196.14,99.89,42.43,49.99,42.43,304.0,164.0,139.0,607.0,46.0,57.0,5.0,57.0,0.0,163.0,145.0,258.0,422.0,10.0,20.0,231.0,26.0,20.0,83.0,307.0,84.0,77.0,8.21,10.16,31.6,5.0,12.0,29.0,607.0,468.0,468.0,11.0,8.58,12.41,12.11,46.45,46.45,42.62
DAL,2025,DAL,DAL,Team Level,5on4,81,0.91,0.87,0.86,22044.0,347.37,54.32,32.45,68.41,12.1,192.75,99.97,50.66,54.32,50.66,314.0,146.0,115.0,575.0,64.0,59.0,19.0,53.0,2.0,150.0,132.0,250.0,396.0,15.0,30.0,213.0,10.0,13.0,58.0,276.0,105.0,79.0,7.67,12.89,33.76,8.0,14.0,42.0,575.0,460.0,460.0,1.0,8.52,15.96,15.96,46.87,46.87,45.59,54.2,5.52,3.07,8.52,1.9,18.87,37.1,5.45,5.52,5.45,68.0,7.0,11.0,86.0,6.0,2.0,1.0,7.0,0.0,8.0,52.0,62.0,69.0,8.0,16.0,165.0,49.0,34.0,25.0,52.0,16.0,7.0,1.57,2.01,1.94,1.0,3.0,2.0,86.0,75.0,75.0,18.0,0.69,0.57,0.57,5.65,5.65,5.57
PIT,2025,PIT,PIT,Team Level,other,81,0.51,0.51,0.5,10054.0,165.9,38.68,12.06,28.0,5.6,84.65,57.0,35.36,38.68,35.36,163.0,63.0,77.0,303.0,36.0,14.0,1.0,23.0,0.0,87.0,66.0,127.0,190.0,6.0,12.0,115.0,36.0,20.0,43.0,111.0,63.0,52.0,4.65,8.01,26.02,6.0,8.0,22.0,303.0,226.0,226.0,14.0,3.45,4.96,4.96,37.17,37.17,35.0,164.52,37.76,11.98,28.01,5.67,87.8,54.78,34.83,37.76,34.83,142.0,84.0,64.0,290.0,35.0,15.0,2.0,20.0,1.0,85.0,70.0,107.0,191.0,10.0,22.0,119.0,23.0,14.0,34.0,113.0,62.0,51.0,4.49,8.13,25.15,7.0,8.0,20.0,290.0,226.0,226.0,14.0,3.46,4.83,4.68,36.54,36.54,34.61
PIT,2025,PIT,PIT,Team Level,all,81,0.51,0.5,0.5,296612.0,2609.75,269.96,191.93,610.32,88.66,1397.95,1010.17,254.74,272.55,257.23,2321.0,1248.0,1259.0,4828.0,285.0,295.0,27.0,444.0,8.0,1276.0,1261.0,2036.0,3284.0,266.0,582.0,2150.0,1429.0,399.0,1320.0,2546.0,722.0,301.0,80.83,88.76,100.38,116.0,93.0,76.0,4891.59,3569.0,3612.69,594.0,42.94,60.93,61.27,251.63,254.09,245.08,2559.69,254.67,182.72,606.01,86.4,1384.41,986.79,239.87,253.7,239.01,2212.0,1289.0,1322.0,4823.0,251.0,266.0,31.0,477.0,7.0,1273.0,1227.0,1961.0,3250.0,264.0,577.0,2317.0,1720.0,358.0,1321.0,2562.0,663.0,276.0,76.68,81.74,96.26,97.0,85.0,69.0,4787.37,3501.0,3486.52,619.0,40.95,55.16,55.21,240.41,240.03,231.84
PIT,2025,PIT,PIT,Team Level,5on5,81,0.51,0.5,0.51,242769.0,2035.24,179.05,142.65,497.1,68.88,1091.83,805.5,171.7,181.64,174.19,1787.0,998.0,1051.0,3836.0,196.0,214.0,19.0,364.0,7.0,1005.0,999.0,1591.0,2589.0,245.0,542.0,1637.0,1296.0,338.0,1156.0,2075.0,534.0,176.0,64.9,66.41,47.73,98.0,70.0,28.0,3899.59,2785.0,2828.69,536.0,29.86,42.74,43.08,165.82,168.27,164.22,1986.73,171.13,134.93,496.19,67.19,1067.7,781.89,163.34,170.15,162.49,1724.0,995.0,1084.0,3803.0,169.0,216.0,25.0,389.0,4.0,962.0,979.0,1555.0,2550.0,227.0,501.0,1816.0,1639.0,304.0,1167.0,2050.0,505.0,164.0,62.67,62.28,46.17,83.0,63.0,23.0,3767.37,2719.0,2704.52,563.0,28.16,42.82,42.87,156.42,156.04,152.98
PIT,2025,PIT,PIT,Team Level,4on5,81,0.12,0.13,0.15,22237.0,59.6,5.06,3.12,8.93,2.03,20.12,42.74,4.98,5.06,4.98,56.0,26.0,8.0,90.0,4.0,8.0,1.0,2.0,0.0,13.0,55.0,52.0,78.0,10.0,20.0,175.0,80.0,26.0,47.0,59.0,19.0,4.0,1.72,2.29,1.05,1.0,2.0,1.0,90.0,82.0,82.0,42.0,0.73,0.66,0.66,5.12,5.12,5.08,336.86,37.63,31.87,71.26,11.34,207.54,103.36,33.88,37.63,33.88,273.0,190.0,163.0,626.0,38.0,28.0,4.0,60.0,2.0,208.0,127.0,235.0,425.0,18.0,36.0,218.0,18.0,19.0,71.0,343.0,71.0,49.0,7.72,8.17,21.74,5.0,10.0,23.0,626.0,463.0,463.0,4.0,8.42,5.95,5.95,40.1,40.1,36.96
PIT,2025,PIT,PIT,Team Level,5on4,81,0.85,0.85,0.84,21552.0,349.02,47.18,34.11,76.3,12.15,201.34,104.93,42.71,47.18,42.71,315.0,161.0,123.0,599.0,49.0,59.0,6.0,55.0,1.0,171.0,141.0,266.0,427.0,5.0,8.0,223.0,17.0,15.0,74.0,301.0,106.0,69.0,9.56,12.05,25.58,11.0,13.0,25.0,599.0,476.0,476.0,2.0,8.9,12.57,12.57,43.51,43.51,40.78,71.58,8.16,3.95,10.55,2.2,21.38,46.76,7.83,8.16,7.83,73.0,20.0,11.0,104.0,9.0,7.0,0.0,8.0,0.0,18.0,51.0,64.0,84.0,9.0,18.0,164.0,40.0,21.0,49.0,56.0,25.0,12.0,1.79,3.16,3.21,2.0,4.0,3.0,104.0,93.0,93.0,38.0,0.9,1.56,1.71,7.35,7.35,7.27
CBJ,2025,CBJ,CBJ,Team Level,other,81,0.5,0.49,0.5,10444.0,169.39,35.27,11.56,30.77,5.6,86.41,58.38,33.25,35.27,33.25,159.0,69.0,70.0,298.0,34.0,11.0,2.0,24.0,2.0,89.0,68.0,125.0,194.0,3.0,6.0,123.0,34.0,22.0,34.0,128.0,54.0,46.0,5.19,6.14,23.93,2.0,10.0,22.0,298.0,228.0,228.0,12.0,3.38,3.22,3.22,35.44,35.44,33.6,169.1,35.08,12.15,30.47,5.78,89.8,57.71,31.2,35.08,31.2,148.0,83.0,77.0,308.0,36.0,15.0,1.0,22.0,0.0,79.0,79.0,112.0,195.0,6.0,12.0,138.0,26.0,18.0,35.0,119.0,63.0,49.0,5.08,7.87,22.14,9.0,8.0,19.0,308.0,231.0,231.0,13.0,3.51,5.74,5.74,32.86,32.86,31.33
CBJ,2025,CBJ,CBJ,Team Level,all,81,0.5,0.5,0.5,296543.0,2627.25,256.21,176.85,632.97,88.65,1383.23,1025.08,241.2,258.22,243.22,2383.0,1180.0,1364.0,4927.0,245.0,291.0,26.0,507.0,4.0,1298.0,1218.0,2138.0,3318.0,266.0,601.0,2338.0,1574.0,406.0,1251.0,2635.0,643.0,285.0,80.28,78.63,97.31,98.0,86.0,61.0,4995.05,3563.0,3607.52,605.0,39.26,61.77,61.77,233.7,235.86,227.93,2640.67,255.64,182.32,640.33,89.76,1426.97,1019.98,240.16,254.96,239.51,2344.0,1271.0,1319.0,4934.0,249.0,272.0,24.0,546.0,11.0,1281.0,1256.0,2095.0,3366.0,239.0,554.0,2282.0,1487.0,372.0,1255.0,2719.0,625.0,271.0,83.2,76.83,95.63,116.0,64.0,69.0,4896.87,3615.0,3596.26,591.0,40.66,61.36,62.31,234.0,233.47,226.8
CBJ,2025,CBJ,CBJ,Team Level,5on5,81,0.52,0.51,0.5,245821.0,2115.6,179.54,137.31,531.33,71.67,1116.32,840.84,170.66,181.56,172.68,1886.0,991.0,1163.0,4040.0,173.0,245.0,20.0,417.0,2.0,1052.0,988.0,1713.0,2704.0,236.0,540.0,1869.0,1502.0,345.0,1123.0,2199.0,489.0,189.0,66.12,61.11,52.32,87.0,66.0,20.0,4108.05,2877.0,2921.52,558.0,28.66,48.76,48.76,159.45,161.6,157.99,2055.33,166.13,133.33,526.32,70.02,1107.58,821.61,158.68,165.45,158.03,1817.0,1008.0,1090.0,3915.0,161.0,201.0,15.0,457.0,8.0,1024.0,974.0,1656.0,2664.0,220.0,513.0,1797.0,1398.0,305.0,1124.0,2224.0,441.0,160.0,66.13,54.59,45.41,96.0,42.0,23.0,3877.87,2825.0,2806.26,549.0,27.74,42.09,42.09,151.79,151.26,148.06
CBJ,2025,CBJ,CBJ,Team Level,4on5,81,0.08,0.11,0.13,21072.0,54.24,4.63,2.66,7.99,1.69,16.99,39.03,4.59,4.63,4.59,63.0,10.0,7.0,80.0,5.0,3.0,0.0,4.0,0.0,12.0,49.0,58.0,68.0,8.0,16.0,164.0,23.0,31.0,37.0,51.0,20.0,2.0,1.67,2.36,0.6,3.0,2.0,0.0,80.0,73.0,73.0,29.0,0.62,0.32,0.32,4.93,4.93,4.89,372.82,50.75,34.72,76.79,12.51,214.82,110.42,46.63,50.75,46.63,334.0,166.0,148.0,648.0,49.0,56.0,8.0,63.0,3.0,169.0,160.0,285.0,451.0,6.0,12.0,190.0,16.0,16.0,62.0,330.0,113.0,57.0,10.75,13.36,26.65,9.0,13.0,27.0,648.0,500.0,500.0,4.0,8.91,13.53,14.48,45.18,45.18,43.26
CBJ,2025,CBJ,CBJ,Team Level,5on4,81,0.91,0.89,0.87,19206.0,288.02,36.76,25.33,62.88,9.68,163.51,86.84,32.69,36.76,32.69,275.0,110.0,124.0,509.0,33.0,32.0,4.0,62.0,0.0,145.0,113.0,242.0,352.0,19.0,39.0,182.0,15.0,8.0,57.0,257.0,80.0,48.0,7.29,9.02,20.46,6.0,8.0,19.0,509.0,385.0,385.0,6.0,6.59,9.48,9.48,33.88,33.88,31.45,43.43,3.69,2.13,6.73,1.45,14.77,30.24,3.66,3.69,3.66,45.0,14.0,4.0,63.0,3.0,0.0,0.0,4.0,0.0,9.0,43.0,42.0,56.0,7.0,17.0,157.0,47.0,33.0,34.0,46.0,8.0,5.0,1.25,1.0,1.43,2.0,1.0,0.0,63.0,59.0,59.0,25.0,0.5,0.0,0.0,4.18,4.18,4.16
MTL,2025,MTL,MTL,Team Level,other,81,0.55,0.49,0.51,13421.0,211.32,51.67,13.65,38.6,7.19,108.02,70.87,45.66,51.67,45.66,169.0,121.0,80.0,370.0,39.0,20.0,3.0,23.0,1.0,122.0,85.0,130.0,251.0,9.0,18.0,167.0,27.0,20.0,35.0,143.0,74.0,73.0,6.1,9.26,36.3,7.0,10.0,22.0,370.0,290.0,290.0,12.0,3.98,6.74,6.74,48.91,48.91,44.01,204.31,42.64,14.47,36.99,7.14,109.62,65.14,38.93,42.64,38.93,185.0,91.0,107.0,383.0,37.0,23.0,3.0,21.0,0.0,117.0,78.0,148.0,239.0,7.0,12.0,155.0,42.0,13.0,42.0,134.0,83.0,59.0,5.9,9.68,27.06,8.0,9.0,20.0,383.0,276.0,276.0,15.0,4.19,7.29,7.29,39.54,39.54,36.68
MTL,2025,MTL,MTL,Team Level,all,81,0.49,0.48,0.49,296833.0,2452.55,265.49,163.87,569.81,83.17,1308.3,960.35,249.36,266.48,250.31,2128.0,1223.0,1193.0,4544.0,277.0,235.0,28.0,450.0,8.0,1212.0,1169.0,1851.0,3074.0,330.0,719.0,2263.0,1784.0,361.0,1108.0,2389.0,684.0,278.0,76.87,82.14,106.48,107.0,91.0,79.0,4566.05,3351.0,3365.03,501.0,36.68,49.45,49.82,252.36,253.3,242.75,2573.13,271.74,176.31,611.72,86.44,1350.26,960.53,255.3,272.12,255.68,2255.0,1202.0,1424.0,4881.0,247.0,313.0,25.0,461.0,4.0,1244.0,1188.0,2008.0,3210.0,320.0,703.0,2182.0,1803.0,359.0,1233.0,2391.0,754.0,312.0,73.99,92.1,105.65,83.0,95.0,69.0,4873.74,3457.0,3452.91,555.0,39.68,64.46,64.51,246.92,247.23,237.68
MTL,2025,MTL,MTL,Team Level,5on5,81,0.48,0.49,0.49,237312.0,1851.14,158.69,120.04,456.02,63.3,999.16,747.8,152.88,159.67,153.83,1608.0,937.0,982.0,3527.0,182.0,176.0,16.0,379.0,3.0,912.0,893.0,1426.0,2363.0,294.0,647.0,1701.0,1705.0,296.0,957.0,1927.0,477.0,141.0,61.91,57.67,39.11,92.0,67.0,23.0,3549.05,2545.0,2559.03,447.0,24.91,33.28,33.28,150.32,151.27,148.53,1939.58,173.56,124.66,487.0,64.81,1007.14,747.84,165.85,173.95,166.24,1676.0,929.0,1132.0,3737.0,159.0,234.0,18.0,356.0,2.0,927.0,927.0,1517.0,2446.0,281.0,627.0,1624.0,1688.0,306.0,1060.0,1890.0,535.0,180.0,57.97,65.9,49.7,64.0,69.0,26.0,3729.74,2605.0,2600.91,495.0,25.98,45.34,45.54,153.99,154.31,151.16
MTL,2025,MTL,MTL,Team Level,4on5,81,0.1,0.13,0.14,23552.0,65.97,5.83,3.05,9.55,2.06,20.73,45.79,5.79,5.83,5.79,69.0,18.0,12.0,99.0,5.0,3.0,0.0,3.0,1.0,14.0,61.0,64.0,82.0,14.0,28.0,211.0,42.0,25.0,39.0,62.0,20.0,5.0,2.05,2.45,1.32,2.0,3.0,0.0,99.0,87.0,87.0,35.0,0.7,0.27,0.27,6.25,6.25,6.23,382.33,51.52,34.96,80.84,12.98,218.64,114.06,46.55,51.52,46.55,346.0,167.0,171.0,684.0,47.0,55.0,4.0,78.0,2.0,190.0,141.0,299.0,466.0,19.0,38.0,194.0,20.0,12.0,84.0,321.0,123.0,69.0,8.78,14.83,27.91,10.0,15.0,22.0,684.0,513.0,513.0,6.0,9.0,11.63,11.47,49.05,49.05,45.51
MTL,2025,MTL,MTL,Team Level,5on4,81,0.92,0.88,0.87,22548.0,324.12,49.31,27.14,65.64,10.63,180.39,95.9,45.03,49.31,45.03,282.0,147.0,119.0,548.0,51.0,36.0,9.0,45.0,3.0,164.0,130.0,231.0,378.0,13.0,26.0,184.0,10.0,20.0,77.0,257.0,113.0,59.0,6.8,12.75,29.75,6.0,11.0,34.0,548.0,429.0,429.0,7.0,7.09,9.16,9.52,46.86,46.86,43.99,46.9,4.02,2.22,6.89,1.52,14.86,33.49,3.97,4.02,3.97,48.0,15.0,14.0,77.0,4.0,1.0,0.0,6.0,0.0,10.0,42.0,44.0,59.0,13.0,26.0,209.0,53.0,28.0,47.0,46.0,13.0,4.0,1.35,1.69,0.98,1.0,2.0,1.0,77.0,63.0,63.0,39.0,0.51,0.2,0.2,4.33,4.33,4.32
